Distance (Angstrom) Frequency (THz) Normalized Amplitude (0-0.5)
0.000000 0.001882 0.421827
0.000000 0.001882 0.421827
0.000000 0.001882 0.421827
0.000000 6.028763 0.078173
0.000000 6.028763 0.078173
0.000000 6.028763 0.078173
0.003601 0.073112 0.421886
0.003601 0.073112 0.421886
0.003601 0.168894 0.422098
0.003601 6.029787 0.078114
0.003601 6.029787 0.078114
0.003601 6.037041 0.077902
0.007202 0.146049 0.422063
0.007202 0.146049 0.422063
0.007202 0.337156 0.422899
0.007202 6.032849 0.077937
0.007202 6.032849 0.077937
0.007202 6.061703 0.077101
0.010802 0.218718 0.422355
0.010802 0.218718 0.422355
0.010802 0.504210 0.424201
0.010802 6.037921 0.077645
0.010802 6.037921 0.077645
0.010802 6.102241 0.075799
0.014403 0.290977 0.422759
0.014403 0.290977 0.422759
0.014403 0.669490 0.425959
0.014403 6.044955 0.077241
0.014403 6.044955 0.077241
0.014403 6.157834 0.074041
0.018004 0.362693 0.423271
0.018004 0.362693 0.423271
0.018004 0.832482 0.428112
0.018004 6.053887 0.076729
0.018004 6.053887 0.076729
0.018004 6.227375 0.071888
0.021605 0.433739 0.423885
0.021605 0.433739 0.423885
0.021605 0.992729 0.430596
0.021605 6.064635 0.076115
0.021605 6.064635 0.076115
0.021605 6.309518 0.069404
0.025206 0.503992 0.424595
0.025206 0.503992 0.424595
0.025206 1.149832 0.433341
0.025206 6.077101 0.075405
0.025206 6.077101 0.075405
0.025206 6.402725 0.066659
0.028806 0.573338 0.425393
0.028806 0.573338 0.425393
0.028806 1.303450 0.436280
0.028806 6.091171 0.074607
0.028806 6.091171 0.074607
0.028806 6.505315 0.063720
0.032407 0.641668 0.426270
0.032407 0.641668 0.426270
0.032407 1.453293 0.439352
0.032407 6.106722 0.073730
0.032407 6.106722 0.073730
0.032407 6.615515 0.060648
0.036008 0.708880 0.427219
0.036008 0.708880 0.427219
0.036008 1.599118 0.442502
0.036008 6.123615 0.072781
0.036008 6.123615 0.072781
0.036008 6.731508 0.057498
0.039609 0.774883 0.428231
0.039609 0.774883 0.428231
0.039609 1.740716 0.445685
0.039609 6.141704 0.071769
0.039609 6.141704 0.071769
0.039609 6.851475 0.054315
0.043210 0.839590 0.429296
0.043210 0.839590 0.429296
0.043210 1.877905 0.448865
0.043210 6.160834 0.070704
0.043210 6.160834 0.070704
0.043210 6.973634 0.051135
0.046810 0.902925 0.430405
0.046810 0.902925 0.430405
0.046810 2.010523 0.452017
0.046810 6.180847 0.069595
0.046810 6.180847 0.069595
0.046810 7.096268 0.047983
0.050411 0.964819 0.431550
0.050411 0.964819 0.431550
0.050411 2.138416 0.455120
0.050411 6.201578 0.068450
0.050411 6.201578 0.068450
0.050411 7.217752 0.044880
0.054012 1.025211 0.432720
0.054012 1.025211 0.432720
0.054012 2.261439 0.458163
0.054012 6.222862 0.067280
0.054012 6.222862 0.067280
0.054012 7.336568 0.041837
0.057613 1.084048 0.433909
0.057613 1.084048 0.433909
0.057613 2.379443 0.461138
0.057613 6.244533 0.066091
0.057613 6.244533 0.066091
0.057613 7.451325 0.038862
0.061214 1.141284 0.435108
0.061214 1.141284 0.435108
0.061214 2.492280 0.464043
0.061214 6.266431 0.064892
0.061214 6.266431 0.064892
0.061214 7.560765 0.035957
0.064815 1.196878 0.436310
0.064815 1.196878 0.436310
0.064815 2.599797 0.466877
0.064815 6.288395 0.063690
0.064815 6.288395 0.063690
0.064815 7.663769 0.033123
0.068415 1.250800 0.437507
0.068415 1.250800 0.437507
0.068415 2.701831 0.469641
0.068415 6.310273 0.062493
0.068415 6.310273 0.062493
0.068415 7.759365 0.030359
0.072016 1.303020 0.438694
0.072016 1.303020 0.438694
0.072016 2.798215 0.472337
0.072016 6.331921 0.061306
0.072016 6.331921 0.061306
0.072016 7.846729 0.027663
0.075617 1.353519 0.439864
0.075617 1.353519 0.439864
0.075617 2.888772 0.474967
0.075617 6.353202 0.060136
0.075617 6.353202 0.060136
0.075617 7.925185 0.025033
0.079218 1.402278 0.441014
0.079218 1.402278 0.441014
0.079218 2.973320 0.477530
0.079218 6.373990 0.058986
0.079218 6.373990 0.058986
0.079218 7.994207 0.022470
0.082819 1.449284 0.442137
0.082819 1.449284 0.442137
0.082819 3.051666 0.480025
0.082819 6.394172 0.057863
0.082819 6.394172 0.057863
0.082819 8.053417 0.019975
0.086419 1.494530 0.443231
0.086419 1.494530 0.443231
0.086419 3.123614 0.482448
0.086419 6.413644 0.056769
0.086419 6.413644 0.056769
0.086419 8.102587 0.017552
0.090020 1.538010 0.444292
0.090020 1.538010 0.444292
0.090020 3.188961 0.484793
0.090020 6.432317 0.055708
0.090020 6.432317 0.055708
0.090020 8.141632 0.015207
0.093621 1.579720 0.445317
0.093621 1.579720 0.445317
0.093621 3.247501 0.487049
0.093621 6.450115 0.054683
0.093621 6.450115 0.054683
0.093621 8.170615 0.012951
0.097222 1.619659 0.446304
0.097222 1.619659 0.446304
0.097222 3.299029 0.489203
0.097222 6.466977 0.053696
0.097222 6.466977 0.053696
0.097222 8.189737 0.010797
0.100823 1.657831 0.447252
0.100823 1.657831 0.447252
0.100823 3.343345 0.491236
0.100823 6.482852 0.052748
0.100823 6.482852 0.052748
0.100823 8.199338 0.008764
0.104424 1.694237 0.448158
0.104424 1.694237 0.448158
0.104424 3.380257 0.493127
0.104424 6.497706 0.051842
0.104424 6.497706 0.051842
0.104424 8.199886 0.006873
0.108024 1.728883 0.449022
0.108024 1.728883 0.449022
0.108024 3.409592 0.494849
