Distance (Angstrom) Frequency (THz)  mode_gruneisen_parameters
0.000000 0.000000 -0.000000
0.000000 0.000000 -0.000000
0.000000 0.000000 -0.000000
0.000000 11.676804 2.304055
0.000000 11.676804 2.304055
0.000000 20.842488 0.723172
0.002399 0.148704 0.344912
0.002399 0.148704 0.344912
0.002399 0.220772 1.768864
0.002399 11.677296 2.303862
0.002399 11.677296 2.303862
0.002399 20.841336 0.723247
0.004798 0.297357 0.344946
0.004798 0.297357 0.344946
0.004798 0.441496 1.768885
0.004798 11.678770 2.303283
0.004798 11.678770 2.303283
0.004798 20.837882 0.723469
0.007197 0.445910 0.345003
0.007197 0.445910 0.345003
0.007197 0.662124 1.768919
0.007197 11.681224 2.302319
0.007197 11.681224 2.302319
0.007197 20.832127 0.723840
0.009597 0.594310 0.345083
0.009597 0.594310 0.345083
0.009597 0.882609 1.768967
0.009597 11.684653 2.300974
0.009597 11.684653 2.300974
0.009597 20.824072 0.724356
0.011996 0.742508 0.345186
0.011996 0.742508 0.345186
0.011996 1.102902 1.769028
0.011996 11.689053 2.299253
0.011996 11.689053 2.299253
0.011996 20.813723 0.725018
0.014395 0.890454 0.345314
0.014395 0.890454 0.345314
0.014395 1.322956 1.769103
0.014395 11.694417 2.297160
0.014395 11.694417 2.297160
0.014395 20.801082 0.725823
0.016794 1.038097 0.345466
0.016794 1.038097 0.345466
0.016794 1.542722 1.769190
0.016794 11.700734 2.294703
0.016794 11.700734 2.294703
0.016794 20.786155 0.726768
0.019193 1.185386 0.345644
0.019193 1.185386 0.345644
0.019193 1.762153 1.769291
0.019193 11.707996 2.291889
0.019193 11.707996 2.291889
0.019193 20.768948 0.727850
0.021592 1.332273 0.345849
0.021592 1.332273 0.345849
0.021592 1.981200 1.769405
0.021592 11.716190 2.288727
0.021592 11.716190 2.288727
0.021592 20.749468 0.729066
0.023992 1.478706 0.346081
0.023992 1.478706 0.346081
0.023992 2.199814 1.769531
0.023992 11.725304 2.285227
0.023992 11.725304 2.285227
0.023992 20.727725 0.730412
0.026391 1.624636 0.346343
0.026391 1.624636 0.346343
0.026391 2.417947 1.769670
0.026391 11.735323 2.281400
0.026391 11.735323 2.281400
0.026391 20.703726 0.731885
0.028790 1.770013 0.346634
0.028790 1.770013 0.346634
0.028790 2.635550 1.769821
0.028790 11.746231 2.277256
0.028790 11.746231 2.277256
0.028790 20.677483 0.733478
0.031189 1.914789 0.346957
0.031189 1.914789 0.346957
0.031189 2.852574 1.769984
0.031189 11.758012 2.272809
0.031189 11.758012 2.272809
0.031189 20.649007 0.735187
0.033588 2.058913 0.347314
0.033588 2.058913 0.347314
0.033588 3.068969 1.770158
0.033588 11.770647 2.268072
0.033588 11.770647 2.268072
0.033588 20.618311 0.737008
0.035987 2.202338 0.347705
0.035987 2.202338 0.347705
0.035987 3.284686 1.770343
0.035987 11.784117 2.263058
